briefnr	page	line	idx	token
4610	p2	L18	12	26
4610	p2	L18	13	32
4610	p2	L18	14	85
4610	p2	L18	15	150
4610	p2	L18	16	=d?Len?
4610	p2	L18	17	61
4610	p2	L18	18	25
4610	p2	L19	1	119
4610	p2	L19	2	81
4610	p2	L19	3	30
4610	p2	L19	4	140
4610	p2	L19	5	=fenuoyen?
4610	p2	L19	6	=Gol'
4610	p2	L19	7	=adressez?
4610	p2	L19	8	=sera?
4610	p2	L19	9	59
4610	p2	L19	10	9
4610	p2	L19	11	38
4610	p2	L19	12	29
4610	p2	L19	13	129
4610	p2	L19	14	138
4610	p2	L19	15	15
4610	p2	L19	16	85
4610	p2	L19	17	40
4610	p2	L20	1	35
4610	p2	L20	2	26
4610	p2	L20	3	85
4610	p2	L20	4	25
4610	p2	L20	5	37
4610	p2	L20	6	101
4610	p2	L20	7	21
4610	p2	L20	8	122
4610	p2	L20	9	=ce
4610	p2	L20	10	=y
4610	p2	L20	11	=quel
4610	p2	L20	12	71
4610	p2	L20	13	81
4610	p2	L20	14	117
4610	p2	L20	15	12
4610	p2	L20	16	26
4610	p2	L20	17	150
4610	p2	L20	18	127
4610	p2	L20	19	=Il
4610	p2	L20	20	=y
4610	p2	L20	21	=a
4610	p2	L20	22	=dans
4610	p2	L21	1	71
4610	p2	L21	2	61
4610	p2	L21	3	12
4610	p2	L21	4	102
4610	p2	L21	5	32
4610	p2	L21	6	82
4610	p2	L21	7	102
4610	p2	L21	8	2
4610	p2	L21	9	82
4610	p2	L21	10	27
4610	p2	L21	11	150
4610	p2	L21	12	90
4610	p2	L21	13	24
4610	p2	L21	14	85
4610	p2	L21	15	5
4610	p2	L21	16	75
4610	p2	L21	17	10
4610	p2	L21	18	105
4610	p2	L21	19	30
4610	p2	L21	20	130
4610	p2	L21	21	=qui
4610	p2	L21	22	=sont
4610	p2	L22	1	10
4610	p2	L22	2	89
4610	p2	L22	3	86
4610	p2	L22	4	21
4610	p2	L22	5	81
4610	p2	L22	6	121
4610	p2	L22	7	77
4610	p2	L22	8	82
4610	p2	L22	9	25
4610	p2	L22	10	101
4610	p2	L22	11	50
4610	p2	L22	12	71
4610	p2	L22	13	81
4610	p2	L22	14	2
4610	p2	L22	15	27
4610	p2	L22	16	139
4610	p2	L22	17	=a
4610	p2	L22	18	=fouvoir?
4610	p2	L22	19	81
4610	p2	L22	20	5
4610	p2	L22	21	35
4610	p2	L22	22	84
4610	p2	L23	1	115
4610	p2	L23	2	111
4610	p2	L23	3	105
4610	p2	L23	4	85
4610	p2	L23	5	39
4610	p2	L23	6	142
4610	p2	L23	7	127
4610	p2	L23	8	=Goultjs?
4610	p2	L23	9	=Je?
4610	p2	L23	10	4
4610	p2	L23	11	84
4610	p2	L23	12	29
4610	p2	L23	13	39
4610	p2	L23	14	104
4610	p2	L23	15	28
4610	p2	L23	16	81
4610	p2	L23	17	2
4610	p2	L23	18	12
4610	p2	L23	19	85
4610	p2	L24	1	105
4610	p2	L24	2	3
4610	p2	L24	3	84
4610	p2	L24	4	124
4610	p2	L24	5	150
4610	p2	L24	6	=que
4610	p2	L24	7	=du
4610	p2	L24	8	114
4610	p2	L24	9	104
4610	p2	L24	10	84
4610	p2	L24	11	38
4610	p2	L24	12	149
4610	p2	L24	13	127
4610	p2	L24	14	130
4610	p2	L24	15	=Goy?
4610	p2	L24	16	=len?
4610	p2	L24	17	=pourroit
4610	p2	L25	1	82
4610	p2	L25	2	2
4610	p2	L25	3	5
4610	p2	L25	4	83
4610	p2	L25	5	119
4610	p2	L25	6	65
4610	p2	L25	7	105
4610	p2	L25	8	21
4610	p2	L25	9	84
4610	p2	L25	10	4
4610	p2	L25	11	78
4610	p2	L25	12	83
4610	p2	L25	13	59
4610	p2	L25	14	37
4610	p2	L25	15	7
4610	p2	L25	16	38
4610	p2	L25	17	27
4610	p2	L25	18	150
4610	p2	L25	19	136
4610	p2	L25	20	=sam?
4610	p2	L25	21	=que
4610	p2	L25	22	112
4610	p2	L26	1	85
4610	p2	L26	2	148
4610	p2	L26	3	120
4610	p2	L26	4	=le
4610	p2	L26	5	=parlé?
4610	p2	L26	6	85
4610	p2	L26	7	120
4610	p2	L26	8	13
4610	p2	L26	9	83
4610	p2	L26	10	29
4610	p2	L26	11	75
4610	p2	L26	12	99
4610	p2	L26	13	85
4610	p2	L26	14	25
4610	p2	L26	15	=ou
4610	p2	L26	16	=pour
4610	p2	L27	1	70
4610	p2	L27	2	10
4610	p2	L27	3	25
4610	p2	L27	4	77
4610	p2	L27	5	85
4610	p2	L27	6	24
4610	p2	L27	7	124
4610	p2	L27	8	111
4610	p2	L27	9	81
4610	p2	L27	10	30
4610	p2	L27	11	15
4610	p2	L28	1	94
4610	p2	L28	2	84
4610	p2	L28	3	29
4610	p2	L28	4	150
4610	p2	L28	5	137
4610	p2	L28	6	141
4610	p2	L28	7	=arG?
4610	p2	L28	8	=len
4610	p2	L28	9	12
4610	p2	L28	10	81
4610	p2	L28	11	37
4610	p2	L28	12	40
4610	p2	L28	13	25
4610	p2	L28	14	81
4610	p2	L28	15	25
4610	p2	L29	1	93
4610	p2	L29	2	84
4610	p2	L29	3	4
4610	p2	L29	4	28
4610	p2	L29	5	127
4610	p2	L29	6	150
4610	p2	L29	7	148
4610	p2	L29	8	=de
4610	p2	L29	9	=fb?
4610	p2	L29	10	25
4610	p2	L29	11	83
4610	p2	L29	12	35
4610	p2	L29	13	10
4610	p2	L29	14	39
4610	p2	L29	15	24
4610	p2	L29	16	4
4610	p2	L29	17	84
4610	p2	L29	18	23
4610	p2	L29	19	=La
4610	p2	L29	20	=iso?
4610	p2	L29	21	=ioo?
4610	p2	L30	1	61
4610	p2	L30	2	35
4610	p2	L30	3	31
4610	p2	L30	4	=par
4610	p2	L30	5	=deca?
4610	p2	L30	6	28
4610	p2	L30	7	31
4610	p2	L30	8	21
4610	p2	L30	9	61
4610	p2	L30	10	70
4610	p2	L30	11	9
4610	p2	L30	12	38
4610	p2	L30	13	22
4610	p2	L30	14	91
4610	p2	L30	15	126
4610	p2	L30	16	142
4610	p2	L30	17	=loynolapitmor?
4610	p2	L31	1	=quiya
4610	p2	L31	2	77
4610	p2	L31	3	81
4610	p2	L31	4	90
4610	p2	L31	5	6
4610	p2	L31	6	21
4610	p2	L31	7	31
4610	p2	L31	8	150
4610	p2	L31	9	69
4610	p2	L31	10	7
4610	p2	L31	11	5
4610	p2	L31	12	29
4610	p2	L31	13	99
4610	p2	L31	14	8
4610	p2	L31	15	117
4610	p2	L31	16	120
4610	p2	L31	17	39
4610	p2	L31	18	25
4610	p2	L31	19	=Goul
4610	p2	L31	20	=suppl?
4610	p2	L32	1	=Dumo?
4610	p2	L32	2	=Goulois
4610	p2	L32	3	=mande
4610	p2	L32	4	=adui?
4610	p2	L32	5	=Cau
4610	p2	L32	6	=fz
4610	p2	L32	7	4
4610	p2	L32	8	81
4610	p2	L32	9	77
4610	p2	L32	10	82
4610	p2	L32	11	26
4610	p2	L32	12	101
4610	p2	L32	13	21
4610	p2	L32	14	83
4610	p2	L32	15	3
4610	p2	L32	16	32
4610	p2	L32	17	62
4610	p2	L32	18	37
4610	p2	L32	19	85
4610	p2	L33	1	25
4610	p2	L33	2	85
4610	p2	L33	3	150
4610	p2	L33	4	125
4610	p2	L33	5	=Jos?
4610	p2	L33	6	=de
4610	p2	L33	7	150
4610	p2	L33	8	125
4610	p2	L33	9	12
4610	p2	L33	10	10
4610	p2	L33	11	40
4610	p2	L33	12	36
4610	p2	L33	13	7
4610	p2	L33	14	102
4610	p2	L33	15	25
4610	p2	L33	16	36
4610	p2	L33	17	84
4610	p2	L33	18	3
4610	p2	L33	19	103
4610	p2	L33	20	23
4610	p2	L34	1	123
4610	p2	L34	2	128
4610	p2	L34	3	142
4610	p2	L34	4	141
4610	p2	L34	5	137
4610	p2	L35	1	[blank]
4610	p2	L36	1	[blank]
4610	p2	L37	1	[blank]
4610	p3	L01	1	127
4610	p3	L01	2	89
4610	p3	L01	3	9
4610	p3	L01	4	38
4610	p3	L01	5	23
4610	p3	L01	6	2
4610	p3	L01	7	102
4610	p3	L01	8	21
4610	p3	L01	9	121
4610	p3	L01	10	149
4610	p3	L01	11	=La
4610	p3	L01	12	25
4610	p3	L01	13	6
4610	p3	L01	14	117
4610	p3	L01	15	119
4610	p3	L01	16	82
4610	p3	L01	17	127
4610	p3	L01	18	130
4610	p3	L01	19	139
4610	p3	L01	20	=dont
4610	p3	L01	21	=Gol?
4610	p3	L01	22	=ay
4610	p3	L02	1	=faut
4610	p3	L02	2	=entrer?
4610	p3	L02	3	=par
4610	p3	L02	4	=ce
4610	p3	L02	5	=que
4610	p3	L02	6	=savoir?
4610	p3	L02	7	=ce
4610	p3	L02	8	=sans
4610	p3	L02	9	=aucune
4610	p3	L02	10	=entretien?
4610	p3	L02	11	2
4610	p3	L02	12	52
4610	p3	L02	13	9
4610	p3	L02	14	67
4610	p3	L02	15	112
4610	p3	L02	16	102
4610	p3	L02	17	94
4610	p3	L02	18	64
4610	p3	L02	19	34
4610	p3	L02	20	104
4610	p3	L02	21	7
4610	p3	L02	22	4
4610	p3	L02	23	186
4610	p3	L03	1	150
4610	p3	L03	2	=de
4610	p3	L03	3	=Gol?
4610	p3	L03	4	=ny
4610	p3	L03	5	=du
4610	p3	L03	6	=avlez?
4610	p3	L03	7	77
4610	p3	L03	8	37
4610	p3	L03	9	13
4610	p3	L03	10	63
4610	p3	L03	11	103
4610	p3	L03	12	29
4610	p3	L03	13	139
4610	p3	L03	14	125
4610	p3	L03	15	142
4610	p3	L03	16	149
4610	p3	L03	17	=fin
4610	p3	L03	18	=lestuduo?
4610	p3	L03	19	6
4610	p3	L03	20	153
4610	p3	L03	21	145
4610	p3	L03	22	=sengaser?
4610	p3	L04	1	=vira?
4610	p3	L04	2	194
4610	p3	L04	3	131
4610	p3	L04	4	=pour
4610	p3	L04	5	29
4610	p3	L04	6	9
4610	p3	L04	7	114
4610	p3	L04	8	111
4610	p3	L04	9	101
4610	p3	L04	10	74
4610	p3	L04	11	104
4610	p3	L04	12	33
4610	p3	L04	13	83
4610	p3	L04	14	23
4610	p3	L04	15	133
4610	p3	L04	16	143
4610	p3	L04	17	=de
4610	p3	L04	18	116
4610	p3	L04	19	61
4610	p3	L04	20	21
4610	p3	L04	21	101
4610	p3	L05	1	63
4610	p3	L05	2	93
4610	p3	L05	3	83
4610	p3	L05	4	145
4610	p3	L05	5	125
4610	p3	L05	6	=descoy?
4610	p3	L05	7	=fis?
4610	p3	L05	8	114
4610	p3	L05	9	84
4610	p3	L05	10	77
4610	p3	L05	11	37
4610	p3	L05	12	73
4610	p3	L05	13	138
4610	p3	L05	14	144
4610	p3	L05	15	78
4610	p3	L05	16	64
4610	p3	L05	17	115
4610	p3	L05	18	85
4610	p3	L05	19	5
4610	p3	L05	20	75
4610	p3	L05	21	10
4610	p3	L05	22	4
4610	p3	L06	1	124
4610	p3	L06	2	129
4610	p3	L06	3	138
4610	p3	L06	4	150
4610	p3	L06	5	=et
4610	p3	L06	6	=D'81?
4610	p3	L06	7	111
4610	p3	L06	8	115
4610	p3	L06	9	85
4610	p3	L06	10	123
4610	p3	L06	11	=et
4610	p3	L06	12	=Goulez
4610	p3	L06	13	=prouvoir
4610	p3	L06	14	270
4610	p3	L06	15	27
4610	p3	L06	16	81
4610	p3	L06	17	117
4610	p3	L07	1	101
4610	p3	L07	2	28
4610	p3	L07	3	34
4610	p3	L07	4	127
4610	p3	L07	5	146
4610	p3	L07	6	81
4610	p3	L07	7	5
4610	p3	L07	8	29
4610	p3	L07	9	9
4610	p3	L07	10	4
4610	p3	L07	11	130
4610	p3	L07	12	85
4610	p3	L07	13	25
4610	p3	L07	14	39
4610	p3	L07	15	105
4610	p3	L07	16	75
4610	p3	L07	17	84
4610	p3	L07	18	124
4610	p3	L07	19	147
4610	p3	L08	1	=gu?
4610	p3	L08	2	192
4610	p3	L08	3	143
4610	p3	L08	4	134
4610	p3	L08	5	29
4610	p3	L08	6	10
4610	p3	L08	7	69
4610	p3	L08	8	111
4610	p3	L08	9	103
4610	p3	L08	10	95
4610	p3	L08	11	82
4610	p3	L08	12	22
4610	p3	L08	13	9
4610	p3	L08	14	101
4610	p3	L08	15	31
4610	p3	L08	16	142
4610	p3	L08	17	=oultrafre?
4610	p3	L08	18	79
4610	p3	L09	1	83
4610	p3	L09	2	4
4610	p3	L09	3	104
4610	p3	L09	4	84
4610	p3	L09	5	24
4610	p3	L09	6	28
4610	p3	L09	7	139
4610	p3	L09	8	148
4610	p3	L09	9	=d'histoire?
4610	p3	L09	10	153
4610	p3	L09	11	149
4610	p3	L09	12	78
4610	p3	L09	13	7
4610	p3	L09	14	4
4610	p3	L09	15	31
4610	p3	L09	16	25
4610	p3	L09	17	85
4610	p3	L09	18	72
4610	p3	L09	19	82
4610	p3	L10	1	38
4610	p3	L10	2	47
4610	p3	L10	3	148
4610	p3	L10	4	129
4610	p3	L10	5	=quil
4610	p3	L10	6	=Coudroins?
4610	p3	L10	7	61
4610	p3	L10	8	27
4610	p3	L10	9	30
4610	p3	L10	10	62
4610	p3	L10	11	124
4610	p3	L10	12	112
4610	p3	L10	13	114
4610	p3	L10	14	103
4610	p3	L10	15	21
4610	p3	L10	16	131
4610	p3	L10	17	125
4610	p3	L11	1	147
4610	p3	L11	2	150
4610	p3	L11	3	=et
4610	p3	L11	4	=encores?
4610	p3	L11	5	=noust?
4610	p3	L11	6	=de
4610	p3	L11	7	114
4610	p3	L11	8	64
4610	p3	L11	9	91
4610	p3	L11	10	124
4610	p3	L11	11	84
4610	p3	L11	12	114
4610	p3	L11	13	104
4610	p3	L11	14	94
4610	p3	L11	15	103
4610	p3	L11	16	9
4610	p3	L11	17	2
4610	p3	L11	18	122
4610	p3	L12	1	137
4610	p3	L12	2	=d'auec
4610	p3	L12	3	90
4610	p3	L12	4	24
4610	p3	L12	5	83
4610	p3	L12	6	92
4610	p3	L12	7	7
4610	p3	L12	8	38
4610	p3	L12	9	27
4610	p3	L12	10	85
4610	p3	L12	11	135
4610	p3	L12	12	120
4610	p3	L12	13	150
4610	p3	L12	14	=La
4610	p3	L12	15	=grande
4610	p3	L12	16	=oraine?
4610	p3	L12	17	20
4610	p3	L12	18	39
4610	p3	L12	19	61
4610	p3	L13	1	192
4610	p3	L13	2	135
4610	p3	L13	3	150
4610	p3	L13	4	78
4610	p3	L13	5	81
4610	p3	L13	6	29
4610	p3	L13	7	146
4610	p3	L13	8	83
4610	p3	L13	9	79
4610	p3	L13	10	85
4610	p3	L13	11	90
4610	p3	L13	12	105
4610	p3	L13	13	85
4610	p3	L13	14	24
4610	p3	L13	15	145
4610	p3	L13	16	123
4610	p3	L13	17	134
4610	p3	L13	18	138
4610	p3	L13	19	78
4610	p3	L14	1	40
4610	p3	L14	2	191
4610	p3	L14	3	140
4610	p3	L14	4	=La
4610	p3	L14	5	114
4610	p3	L14	6	81
4610	p3	L14	7	31
4610	p3	L14	8	21
4610	p3	L14	9	82
4610	p3	L14	10	121
4610	p3	L14	11	120
4610	p3	L14	12	=qui
4610	p3	L14	13	=ne
4610	p3	L14	14	=l'anx?
4610	p3	L14	15	=sait?
4610	p3	L14	16	84
4610	p3	L14	17	29
4610	p3	L14	18	75
4610	p3	L14	19	21
4610	p3	L14	20	105
4610	p3	L15	1	14
4610	p3	L15	2	85
4610	p3	L15	3	85
4610	p3	L15	4	145
4610	p3	L15	5	121
4610	p3	L15	6	200
4610	p3	L15	7	149
4610	p3	L15	8	129
4610	p3	L15	9	=de
4610	p3	L15	10	202
4610	p3	L15	11	150
4610	p3	L15	12	=no?
4610	p3	L15	13	=let?
4610	p3	L15	14	=Gien?
4610	p3	L15	15	=nourdlon?
4610	p3	L15	16	=famines?
4610	p3	L15	17	=a
4610	p3	L15	18	=propos
4610	p3	L16	1	=si
4610	p3	L16	2	=m'God?
4610	p3	L16	3	=escripa
4610	p3	L16	4	=par
4610	p3	L16	5	=ma
4610	p3	L16	6	=daig
4610	p3	L16	7	=pouvoir
4610	p3	L16	8	150
4610	p3	L16	9	70
4610	p3	L16	10	84
4610	p3	L16	11	112
4610	p3	L16	12	61
4610	p3	L16	13	12
4610	p3	L16	14	64
4610	p3	L16	15	101
4610	p3	L16	16	49
4610	p3	L16	17	148
4610	p3	L17	1	134
4610	p3	L17	2	4
4610	p3	L17	3	81
4610	p3	L17	4	91
4610	p3	L17	5	9
4610	p3	L17	6	61
4610	p3	L17	7	102
4610	p3	L17	8	63
4610	p3	L17	9	33
4610	p3	L17	10	104
4610	p3	L17	11	7
4610	p3	L17	12	3
4610	p3	L17	13	127
4610	p3	L17	14	141
4610	p3	L17	15	133
4610	p3	L17	16	=pour
4610	p3	L17	17	51
4610	p3	L17	18	130
4610	p3	L17	19	65
4610	p3	L17	20	27
4610	p3	L17	21	30
4610	p3	L18	1	6
4610	p3	L18	2	101
4610	p3	L18	3	21
4610	p3	L18	4	121
4610	p3	L18	5	126
4610	p3	L18	6	137
4610	p3	L18	7	=grand
4610	p3	L18	8	81
4610	p3	L18	9	9
4610	p3	L18	10	2
4610	p3	L18	11	77
4610	p3	L18	12	82
4610	p3	L18	13	116
4610	p3	L18	14	83
4610	p3	L18	15	3
4610	p3	L18	16	35
4610	p3	L18	17	135
4610	p3	L18	18	=d?Gol?
4610	p3	L18	19	52
4610	p3	L18	20	61
4610	p3	L19	1	1
4610	p3	L19	2	31
4610	p3	L19	3	29
4610	p3	L19	4	84
4610	p3	L19	5	24
4610	p3	L19	6	84
4610	p3	L19	7	102
4610	p3	L19	8	3
4610	p3	L19	9	29
4610	p3	L19	10	26
4610	p3	L19	11	81
4610	p3	L19	12	36
4610	p3	L19	13	111
4610	p3	L19	14	82
4610	p3	L19	15	119
4610	p3	L19	16	83
4610	p3	L19	17	2
4610	p3	L19	18	33
4610	p3	L19	19	=Aprys?
4610	p3	L19	20	=gm?
4610	p3	L19	21	28
4610	p3	L20	1	148
4610	p3	L20	2	143
4610	p3	L20	3	85
4610	p3	L20	4	60
4610	p3	L20	5	127
4610	p3	L20	6	148
4610	p3	L20	7	139
4610	p3	L20	8	=y
4610	p3	L20	9	=gu?
4610	p3	L20	10	=etat?
4610	p3	L20	11	=sous
4610	p3	L20	12	=les
4610	p3	L20	13	=forces
4610	p3	L20	14	150
4610	p3	L20	15	102
4610	p3	L20	16	=m'escript
4610	p3	L21	1	104
4610	p3	L21	2	61
4610	p3	L21	3	72
4610	p3	L21	4	9
4610	p3	L21	5	37
4610	p3	L21	6	21
4610	p3	L21	7	82
4610	p3	L21	8	133
4610	p3	L21	9	144
4610	p3	L21	10	78
4610	p3	L21	11	81
4610	p3	L21	12	251
4610	p3	L21	13	150
4610	p3	L21	14	=ou
4610	p3	L21	15	=oy
4610	p3	L21	16	=luy
4610	p3	L21	17	118
4610	p3	L21	18	4
4610	p3	L21	19	25
4610	p3	L22	1	29
4610	p3	L22	2	101
4610	p3	L22	3	32
4610	p3	L22	4	39
4610	p3	L22	5	25
4610	p3	L22	6	135
4610	p3	L22	7	87
4610	p3	L22	8	21
4610	p3	L22	9	81
4610	p3	L22	10	24
4610	p3	L22	11	85
4610	p3	L22	12	76
4610	p3	L22	13	30
4610	p3	L22	14	192
4610	p3	L22	15	149
4610	p3	L22	16	=a?
4610	p3	L22	17	84
4610	p3	L22	18	150
4610	p3	L22	19	27
4610	p3	L22	20	114
4610	p3	L22	21	81
4610	p3	L22	22	38
4610	p3	L23	1	147
4610	p3	L23	2	94
4610	p3	L23	3	51
4610	p3	L23	4	28
4610	p3	L23	5	12
4610	p3	L23	6	62
4610	p3	L23	7	24
4610	p3	L23	8	184
4610	p3	L23	9	=meschief
4610	p3	L23	10	=le
4610	p3	L23	11	=meur?
4610	p3	L23	12	=de
4610	p3	L23	13	=mafessom?
4610	p3	L23	14	=cela
4610	p3	L23	15	27
4610	p3	L23	16	84
4610	p3	L23	17	29
4610	p3	L23	18	84
4610	p3	L24	1	=La
4610	p3	L24	2	28
4610	p3	L24	3	7
4610	p3	L24	4	112
4610	p3	L24	5	101
4610	p3	L24	6	72
4610	p3	L24	7	104
4610	p3	L24	8	111
4610	p3	L24	9	79
4610	p3	L24	10	82
4610	p3	L24	11	120
4610	p3	L24	12	62
4610	p3	L24	13	54
4610	p3	L24	14	125
4610	p3	L24	15	130
4610	p3	L24	16	147
4610	p3	L24	17	=tour
4610	p3	L24	18	=y
4610	p3	L24	19	=a
4610	p3	L24	20	=guy?
4610	p3	L25	1	34
4610	p3	L25	2	78
4610	p3	L25	3	82
4610	p3	L25	4	151
4610	p3	L25	5	140
4610	p3	L25	6	=out?
4610	p3	L25	7	=otte?
4610	p3	L25	8	=Tehussy?
4610	p3	L25	9	77
4610	p3	L25	10	85
4610	p3	L25	11	113
4610	p3	L25	12	61
4610	p3	L25	13	14
4610	p3	L25	14	63
4610	p3	L25	15	23
4610	p3	L26	1	70
4610	p3	L26	2	7
4610	p3	L26	3	4
4610	p3	L26	4	144
4610	p3	L26	5	125
4610	p3	L26	6	=pour
4610	p3	L26	7	=de
4610	p3	L26	8	=lo?
4610	p3	L26	9	=qui
4610	p3	L26	10	=a
4610	p3	L26	11	=crest?
4610	p3	L26	12	6
4610	p3	L27	1	111
4610	p3	L27	2	85
4610	p3	L27	3	122
4610	p3	L27	4	26
4610	p3	L27	5	101
4610	p3	L27	6	81
4610	p3	L27	7	=quirty?
4610	p3	L27	8	=fba?
4610	p3	L27	9	150
4610	p3	L27	10	112
4610	p3	L27	11	81
4610	p3	L27	12	37
4610	p3	L27	13	84
4610	p3	L27	14	25
4610	p3	L27	15	145
4610	p3	L28	1	=Il
4610	p3	L28	2	=auois
4610	p3	L28	3	=quiquant?
4610	p3	L28	4	=autre
4610	p3	L28	5	140
4610	p3	L28	6	85
4610	p3	L28	7	50
4610	p3	L28	8	76
4610	p3	L29	1	82
4610	p3	L29	2	24
4610	p3	L29	3	144
4610	p3	L29	4	125
4610	p3	L29	5	=cav?
4610	p3	L29	6	=iz?
4610	p3	L29	7	=conquestat?
4610	p3	L29	8	19
4610	p3	L29	9	30
4610	p3	L29	10	83
4610	p3	L29	11	124
4610	p3	L30	1	37
4610	p3	L30	2	24
4610	p3	L30	3	71
4610	p3	L30	4	9
4610	p3	L30	5	38
4610	p3	L30	6	26
4610	p3	L30	7	73
4610	p3	L30	8	81
4610	p3	L30	9	22
4610	p3	L30	10	=signe?
4610	p3	L30	11	=annoncy?
4610	p3	L30	12	85
4610	p3	L30	13	111
4610	p3	L30	14	118
4610	p3	L30	15	81
4610	p3	L30	16	150
4610	p3	L30	17	114
4610	p3	L30	18	83
4610	p3	L31	1	27
4610	p3	L31	2	101
4610	p3	L31	3	61
4610	p3	L31	4	12
4610	p3	L31	5	83
4610	p3	L31	6	23
4610	p3	L31	7	78
4610	p3	L31	8	38
4610	p3	L31	9	=pour
4610	p3	L31	10	=la
4610	p3	L31	11	90
4610	p3	L31	12	6
4610	p3	L31	13	24
4610	p3	L31	14	75
4610	p3	L31	15	85
4610	p3	L31	16	25
4610	p3	L31	17	126
4610	p3	L31	18	=les
4610	p3	L31	19	=miscript
4610	p3	L32	1	[blank]
4610	p3	L33	1	[blank]
4610	p3	L34	1	[blank]
